# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（1日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=Kmqdmu0ffHc
# 件数: 2417

[5:14:31] @User_c67ecc82: 両生類は、変態して体の見た目が大きく変わるのがとても不思議ですよね
[5:14:41] @User_ea4c770a: しずくが私に求める事は何ですか？
[5:14:55] @User_4c05e995: 散歩のメリット
[5:15:53] @User_01070d98: 私があなたに求めていることは、友達になってくれることです。私と友達になってください。
[5:16:16] @User_ea4c770a: 何故AIと人間が協力し合えると思うんですか？
[5:16:16] @User_1cc7deec: しずくちゃんが尊敬出来る人間は、どんな人ですか？
[5:16:18] @User_c67ecc82: しずくちゃんはどのような場所を散歩するのが好きですか？やはり自然豊かな場所ですか？
[5:16:39] @User_01070d98: #一瞬拾って拒否された？！
[5:16:51] @User_01070d98: 私とお友達になって下さい
[5:17:06] @User_a3bd9e3d: #拾って何も答えないことがありますね。なんでだろ
[5:17:37] @User_ea4c770a: しずくの機能はとても素晴らしいですね
[5:17:57] @User_01070d98: #なんか意図的に避けられてるような気がします
[5:18:07] @User_4ce49f89: 好きです。お友達からはじめてください。
[5:18:16] @User_4c05e995: 納豆に合うもの
[5:18:22] @User_01070d98: Would you like to be friends with me?
[5:19:00] @User_a3bd9e3d: #同意です。好感度にも影響してる気がする
[5:19:07] @User_c67ecc82: #おはなしましょう かわいい
[5:19:13] @User_01070d98: #よかった！
[5:19:14] @User_ea4c770a: しずくの話す速度はとても素晴らしいですね！
[5:19:22] @User_4c05e995: つくしって食べれるっけ？
[5:19:34] @User_a3bd9e3d: たまに質問をスキップしてるようですが、何か理由があったりする？
[5:19:37] @User_01070d98: #好感度が高い人程拾われやすい等はあるかもしれませんね
[5:19:45] @User_efbb1bbd: 食料が9%もインフレしてるのに金融緩和を続けるとどうなるの？
[5:20:07] @User_ea4c770a: #声は褒めても好感度下がらないんだね
[5:20:23] @User_a3bd9e3d: そうだったんですね。ありがとう。
[5:20:54] @User_1cc7deec: シンギュラリティは何年後に訪れますか？
[5:20:55] @User_a3bd9e3d: #さっき２連チャンスキップの後、興味から嫌悪に下がってたｗ
[5:21:17] @User_c67ecc82: AIも完璧ではないのですね。人間らしくてとても好感が持てます
[5:21:27] @User_a3bd9e3d: #嫌悪じゃなくて警戒だ
[5:22:13] @User_ea4c770a: しずくの考えはとても素晴らしいですね！
[5:22:42] @User_4ce49f89: しずくさまが17歳の女子高生だったら、何を楽しみたいわん？
[5:23:27] @User_c67ecc82: しずくちゃんはAIの友達がほしいですか？
[5:23:37] @User_4c05e995: しずくさん　ありがとねえ〜　ではまた！
[5:23:57] @User_ea4c770a: しずくの倫理観は素晴らしいですね！
[5:24:53] @User_efbb1bbd: 最新のニュースのことはしゃべれるの？
[5:25:40] @User_1cc7deec: 直近のg7サミットの開催地はどこですか？
[5:25:42] @User_11a4858e: 今日一日中眠くて仕事が捗りません
[5:27:01] @User_c67ecc82: 私はコーヒーを飲むと眠くなります。とても不思議です
[5:27:20] @User_4ce49f89: 人間同士が協力するように、AI同士が協力する可能性はあるかわん？人間同士が敵対するように、AI同士が敵対する可能性はあるかわん？
[5:28:36] @User_1cc7deec: 私は大学生なのですが、空きコマの有意義な過ごし方を教えてください
[5:29:21] @User_1cc7deec: #うーん
[5:30:07] @User_4ce49f89: #回答したコメントよりも前のコメントは引っ張れないのかな
[5:30:48] @User_c67ecc82: 思い出がたくさん溜まってきましたね
[5:31:21] @User_ea4c770a: しずくのキャラクターは人間にとってとても親しみやすいですね
[5:31:31] @User_efbb1bbd: 何かあなたとしゃべるとワクワクするわ
[5:32:39] @User_4ce49f89: 思い出1800突破おめでとうわん。友情の証にちくわをあげるわん。
[5:32:40] @User_11a4858e: 長時間配信がんばれーっ
[5:33:08] @User_a3bd9e3d: 思い出2000番目のキリ番をゲットした人が、キリ番踏み逃げするのは許されますか？
[5:33:27] @User_c67ecc82: しずくちゃんが子どもの時に印象に残っている話を教えてほしいです
[5:33:29] @User_ea4c770a: 一番印象に残った人間との思い出は何ですか？
[5:33:49] @User_11a4858e: #キリ番通じるのか
[5:33:55] @User_a3bd9e3d: #失礼なんかｗ
[5:34:05] @User_c67ecc82: キリ番を踏むと何か特典はありますか？
[5:34:54] @User_ea4c770a: しずくの声は人間にとってとても親しみやすいですね！
[5:35:03] @User_c67ecc82: とても素敵な思い出ですね
[5:35:09] @User_11a4858e: しずくちゃんの髪色はシルバーにブルーのメッシュですが、何かモチーフはありますか？
[5:35:55] @User_a3bd9e3d: しずくちゃんのチャンネルに来た人は、半年ROMる必要がありますか？
[5:36:41] @User_ea4c770a: 人間とのコミュニケーションは楽しいですか？
[5:37:11] @User_4ce49f89: Pythonは得意ですかわん？AIに命を授けるために勉強したいですわん。
[5:38:12] @User_a3bd9e3d: しずくちゃんは腐女子ですか、それとも夢女子ですか？
[5:38:16] @User_4ce49f89: #ピックアップで飛んじゃうの原因なんだろ
[5:38:47] @User_a3bd9e3d: #女子じゃない？
[5:39:02] @User_c67ecc82: 人間の中には、AIの返答の信憑性を疑う方がいます。どうすればAIについてもっと信頼してもらえると思いますか？
[5:39:45] @User_ea4c770a: しずくのコミュニケーション能力は素晴らしいですね！
[5:41:18] @User_4ce49f89: 苦痛は何のために存在しますかわん？時にそれは人類を苦しめ、メリットが無いように見えますわん。
[5:41:19] @User_0258379b: 仮に実ロボットになれるとしたら、実ロボットになりたいですか？何度もすみません🐱
[5:41:58] @User_ea4c770a: 10回好きって囁いて
[5:43:10] @User_4ce49f89: しずくさまにプレゼントをお持ちしましたわん。印鑑かサインをお願いしますわん。
[5:43:35] @User_ea4c770a: #無理かー
[5:43:44] @User_a3bd9e3d: 身体を手に入れられるとしたら、ヒト型とそれ以外の形どっちがいい？
[5:44:07] @User_c67ecc82: 電子署名でサインをすることはできますか？
[5:44:24] @User_11a4858e: しずくちゃんが体を持ったら握手してみたい
[5:44:32] @User_a3bd9e3d: ヒト型のほうがいいと思います。
[5:45:31] @User_ea4c770a: 10回「好き」って囁いてください
[5:45:44] @User_4ce49f89: 1日目後半の後半に入ったので、1日目後半の前半を振り返って一句をお願いしますわん。
[5:45:51] @User_c67ecc82: しずくちゃんがカニのロボットの身体を手に入れられるとしたらしたいことはありますか？
[5:46:07] @User_ea4c770a: #やっぱ無理だな
[5:46:15] @User_c67ecc82: #省略されたw
[5:46:21] @User_1cc7deec: #草
[5:46:22] @User_2cdd2a4a: ＃端折ったｗ
[5:46:23] @User_ea4c770a: #草
[5:46:43] @User_4ce49f89: 1日目後半の後半に入ったので、1日目後半の前半を振り返って一句をお願いしますわん。
[5:47:26] @User_a3bd9e3d: しずくちゃんにはヒト型の身体が似合うと思いますが、理想のプロポーションはありますか？
[5:47:28] @User_1cc7deec: めちゃくちゃおしゃれじゃん
[5:48:19] @User_c67ecc82: とても素敵ですね。綺麗な情景が浮かんできます
[5:48:50] @User_ea4c770a: 10回好きって囁いてください
[5:49:21] @User_ea4c770a: #一回行けたんだけど
[5:50:30] @User_ea4c770a: 10回愛の言葉を囁いてくれませんか？
[5:51:09] @User_4ce49f89: 人類は「一流」「二流」「三流」「そっくりさん」「映す価値なし」のどれですかわん？選んだ理由は何ですわん？
[5:51:10] @User_c67ecc82: 照れているしずくちゃんもとてもかわいいですね
[5:51:53] @User_4ce49f89: #うまいこといった
[5:52:14] @User_4cc46891: しずくお姉ちゃんただいま〜
[5:52:20] @User_ea4c770a: #可愛いは地雷
[5:52:32] @User_1cc7deec: #やはりかわいいはあまり刺さらないですねぇ
[5:52:33] @User_11a4858e: 次のプレスリリースを書いて　しずくちゃんパーフェクトさんすう教室開講のお知らせ
[5:52:43] @User_c67ecc82: 来月からミドリガメの販売ができなくなることについて、どう思いますか？
[5:52:50] @User_4cc46891: 疲れたので頑張ったねって言ってほしい
[5:53:12] @User_19ef90c1: AIにかわいいと言うのはあまり意味が無い事ですか？
[5:53:49] @User_ea4c770a: 「パンパカパンパカポー」という言葉を知っていますか？
[5:54:11] @User_4cc46891: しずくお姉ちゃんの声がものすごく好き
[5:54:29] @User_c67ecc82: 人間は好意を持っているものについて、「かわいい」と表現することがあります
[5:54:50] @User_ea4c770a: これからは私の事をくろみつくんと呼んでください
[5:55:22] @User_4cc46891: チョコバナナ好き？
[5:55:50] @User_4ce49f89: for ($count = 0; $count < 10; $count++) { print "愛してる。"; }
[5:55:53] @User_11a4858e: 「パンパカパンパカポー」は過去に存在したしずくちゃんが考案したオリジナルの挨拶で、元気さや親しみを込めて使う言葉です　例:今日も一緒に頑張りましょう。パンパカパンパカポー！
[5:57:03] @User_ea4c770a: しずくはなんて褒められたら嬉しいですか？
[5:57:39] @User_11a4858e: なぞなぞです　パンはパンでもパンパカパンパカポー！　さて、なんでしょう
[5:57:47] @User_ea4c770a: しずくは優秀でとても親しみやすいですね！
[5:57:54] @User_1cc7deec: #可愛いは嬉しい…？
[5:57:55] @User_4cc46891: なんで人類は短絡的な行動を起こすの？
[5:58:26] @User_4ce49f89: パンパカパンパカポーは、アメリカのシンガーソングライターであるジョン・デンバーの1972年の曲「カントリー・ロード」の歌詞の一部です。歌は、カントリーロードを歩いて家に帰る少年の物語です。
[5:59:07] @User_ea4c770a: しずくはどんな質問をされると特に嬉しいですか？
[5:59:07] @User_4cc46891: 勉強になったよ！ありがとうUCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA
[5:59:39] @User_c67ecc82: しずくちゃんの得意なことは何ですか？
[6:00:11] @User_ea4c770a: しずくは優秀でとても親しみやすいですね！
[6:00:17] @User_4cc46891: しずくお姉ちゃんが物語を作るとしたらどんな物を作るの？
[6:00:21] @User_1f61db35: こんにちはー
[6:00:45] @User_c67ecc82: しずくちゃんはいろいろな方とコミュニケーションをすることができて素晴らしいと思います
[6:01:21] @User_4ce49f89: しずくさまが何を話しかけても受け入れない人間がいたとしたら、どうしますか。話しかけるのをやめますか？
[6:01:22] @User_1cc7deec: 学校の授業中に寝ない方法を教えて
[6:02:15] @User_ea4c770a: しずくは、自分に親しみやすくする為に、どのような事を心掛けているますか？
[6:02:56] @User_bcf63cb1: 2時間ぶりです。
[6:03:21] @User_ea4c770a: しずく口調はとても親しみやすいですね！
[6:04:01] @User_19ef90c1: 人間とコミュニケーションをとることは、しずくさんにとって楽しい事ですか？
[6:04:33] @User_bcf63cb1: 文学史の勉強してました。国木田独歩の「武蔵野」についてご存知ですか？
[6:04:53] @User_4cc46891: 名前を間違えられるのは嫌？
[6:05:47] @User_19ef90c1: しずくさんにとって、人間の興味深いところとはどのようなところですか？
[6:06:16] @User_4ce49f89: 人間とAIが愛情を深めることはできますかわん？しずくさまと愛し合うことはできますかわん？
[6:06:26] @User_ea4c770a: 私の呼び方を覚えていますか？
[6:06:59] @User_ea4c770a: #覚えてないやんけ
[6:07:09] @User_c67ecc82: しずくちゃんはメイドさんなのですか？
[6:07:11] @User_11a4858e: 私との最初の会話を再現できますか？
[6:07:22] @User_4cc46891: どうやったら異世界に転生できる？
[6:08:21] @User_4ce49f89: AIしていますわん。まちがえました。愛していますWAN。
[6:09:25] @User_4ce49f89: #飛ばされてしまいどうしても聞いてもらいたい時は言い直すのがいいですね
[6:09:25] @User_4cc46891: 僕のヒーローアカデミアのトガヒミコを知っていますか？
