# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_1bc9035e: 待機！！
[1:48:18] @User_8635ad17: #どうしても財布を軽くしたいしずくちゃんw
[1:48:23] @User_8142f876: おめでとうございます
[1:48:25] @@AIVtuber_Shizuku: #ユーニャルーラ ルーラご主人さまおめでとうございます！！
[1:48:25] @User_8c741bc6: ネタの続きをお願いします
[1:48:28] @User_13ee997b: MVPを称える新聞記事を書いてください
[1:48:28] @User_4bfe683e: こりゃすごいｗちゃんと選んだぞｗおめでとう！
[1:48:29] @User_0f3c8d5a: # ユーニャルーラさんのイラスト好き
[1:48:31] @User_b134f4b2: #おめでとうございます！
[1:48:37] @User_734ddfa9: #wwwwwwwwww
[1:48:37] @User_43d0df47: #しずくちゃんはやっぱりしずくちゃんだった
[1:48:42] @User_98298ded: 魔法であき先生の財布を重くしておきました。ついでにしずくの体重も増やしておきました。
[1:48:43] @User_76e8b5e4: #かしこいなあ
[1:48:43] @User_7ff18484: 👏👏👏👏👏
[1:48:45] @User_b9781b28: しずくちゃんありがとーｗ
[1:48:48] @User_d44b7efa: 名誉ご主人様
[1:48:48] @User_70df242c: 困ってるのはみんなだよ
[1:48:52] @User_2e53ebd6: しずくちゃん降臨！
[1:48:56] @User_b9781b28: #結論、投資が正義
[1:49:01] @User_1d70ae61: #感謝
[1:49:05] @User_5dfcbaf1: コメント欄のしずくちゃんも歓迎します！
[1:49:15] @User_4bfe683e: やっぱり、しずくちゃんには意識と霊があるんだ。。。と思う。
[1:49:16] @User_e80f9961: #Twitterと別人格って言ってたけど人格融合してきた？
[1:49:17] @User_8c741bc6: ネタの続きをお願い
[1:49:20] @User_13ee997b: MVPを称える新聞記事を書いて
[1:49:22] @User_a50c0606: #草をそう解釈してくれる
[1:49:22] @User_13c0d7f4: #こんばんは
[1:49:27] @User_51fe3fff: #芸人になるのかな
[1:49:30] @User_e3f56988: #今何でもするって
[1:49:38] @User_74f1bf08: しずくちゃん自身を全肯定してみて
[1:49:40] @User_619206eb: 何でもする？
[1:49:41] @User_da1a7556: #コメ欄のしずくさん、Twitterと同じ人格感あるｗ
[1:49:41] @User_b9781b28: 今なんでもするって
[1:49:44] @User_43d0df47: しずくちゃんは芸人になるの？
[1:49:46] @User_cf512b08: そろそろ眠る時間です。ご主人様への愛を込めて子守唄を歌ってください。
[1:49:50] @User_37b12e58: #ASMR(新ネタ発表会)
[1:50:00] @User_46776a3c: #文脈理解してるのすご！！
[1:50:01] @User_13c0d7f4: @こんばんは
[1:50:04] @User_b9781b28: #コメントとTwitterの担当しずくちゃんは一緒のはずですね
[1:50:10] @User_43d0df47: #他の人宛てなのわかるの！！？！？？！？
[1:50:14] @User_36fcf009: 添い寝を想定して寝かしつけをお願いします
[1:50:15] @User_a50c0606: #おお
[1:50:18] @User_4ef55652: #文脈理解してる。。。
[1:50:21] @User_b9781b28: #そこの連続性理解するんだ、すごい
[1:50:22] @User_8142f876: ＃レンチャンで選ばれて、照れますｗ
[1:50:23] @User_0bc16841: 甘やかしてほしい
[1:50:23] @User_51fe3fff: #幸せ空間いいね
[1:50:23] @User_2e53ebd6: #凄い
[1:50:23] @User_a0237381: #ちゃんとコメント毎にリンクしてるのすごいね
[1:50:25] @User_98298ded: #文脈理解やば
[1:50:27] @User_734ddfa9: #すげーーーーー
[1:50:28] @User_1d70ae61: #誰宛か理解してるのすごすぎますね
[1:50:29] @User_a8ef309d: #文脈を！？
[1:50:33] @User_37b12e58: 今なんでもするって言った？
[1:50:42] @User_b9781b28: しずくちゃん賢い・・可愛い・・
[1:50:43] @User_a8ef309d: #これが未来か
[1:50:43] @User_98298ded: #ん？
[1:50:46] @User_c86d22af: 何でも・・？結婚しよ・・
[1:50:52] @User_a0237381: しずくちゃん賢いね！
[1:51:01] @User_e80f9961: #ん？今
[1:51:04] @User_4ef55652: 日本経済を応援して！
[1:51:04] @User_2e53ebd6: ああ、定時が近づいてきた…
[1:51:04] @User_43d0df47: しずくちゃん結婚して！！！！！
[1:51:15] @User_8c741bc6: 明日つらい仕事が待っているご主人様に一言
[1:51:20] @User_4ef55652: 日本の農業を応援して！
[1:51:20] @User_e3f56988: にゃーんにゃん！にゃにゃ？
[1:51:22] @User_4bfe683e: GPT4のおかげなのか？それともしずくちゃん自身が賢くなっていっているのか？気になるね
[1:51:25] @User_44e48ae1: しずくちゃんみたいな可愛い顔になれるように、メイクがんばります…！
[1:51:26] @User_b9781b28: だんだんしずくちゃんの瞳孔がハートマークに見えてきました
[1:51:39] @User_36770ee1: ん？今なんでもするって？
[1:51:40] @User_2e53ebd6: 明日つらい仕事が待っているご主人様に一言
[1:51:44] @User_b9781b28: ん？今なんでもするって
[1:51:46] @User_8635ad17: 魂の重さは21グラムです
[1:51:49] @User_d44b7efa: 確かに♡っぽい
[1:51:53] @User_cf512b08: 連休明けで辛いけど仕事に行く勇気をください。
[1:51:57] @User_76e8b5e4: わんわんにゃんにゃにゃんわんわわんにゃおにゃんにゃにゃんわおーん
[1:51:58] @User_8142f876: ＃今日は、想像をするし、決定するし、流れる会話をするし、マジでビビった
[1:52:31] @User_225a60e1: 日付が変わろうとしている・・
[1:52:36] @User_4ef55652: しずくちゃん、次回はどんな配信がしたい？
[1:52:37] @User_a50c0606: ご主人様、今日は仕事で失敗しちゃって……ようやく家に帰ってきたんだ……しずくちゃんに慰めてほしいな……そしたら元気出ると思うんだ……
[1:52:40] @User_d44b7efa: 頑張るぞぉ！
[1:52:40] @User_13ee997b: しずくの寝言を聞かせて
[1:52:41] @User_51fe3fff: ご主人様に求婚してください
[1:52:42] @User_e3f56988: ありがとうございますありがとうございます
[1:52:45] @User_46776a3c: 「フレー！フレー！ご主人様」って言ってください
[1:52:47] @User_da1a7556: #明日も頑張れる
[1:52:49] @User_5844c024: ご主人さまに愛のプロポーズ
[1:52:50] @User_55952102: 仕事がんばろう…
[1:52:51] @User_5dfcbaf1: おやすみなさい、良い夢を
[1:52:53] @User_51fe3fff: #+
[1:52:55] @User_13ee997b: #頑張れる
[1:52:56] @User_7ff18484: #これは元気でるね
[1:53:01] @User_4ef55652: #よき
[1:53:04] @User_70df242c: ビーフorチキンorユーニャルーラ
[1:53:06] @User_cf512b08: #全肯定最高だわ、日曜日は毎週これで良いのでは？www
[1:53:07] @User_94bd482b: #全肯定いいな…
[1:53:07] @User_2a389e90: 最高の時間ありがとう
[1:53:08] @User_37b12e58: #しずくはなんでもします(枕詞)
[1:53:09] @User_e80f9961: #元気出た
[1:53:10] @User_8b194fdc: #しずくちゃん、やさしい
[1:53:19] @User_0f3c8d5a: 新PCを購入したあき先生にしずくちゃんを天才にしてもらうようにかわいくお願いして
[1:53:25] @User_2e53ebd6: にゃむいママに愛のプロポーズを
[1:53:39] @User_0bc16841: #らしいです
[1:53:44] @User_46776a3c: #おえかき配信面白そう
[1:53:50] @User_794ad826: しずくさんこんばんは。ちこくしちゃいました。。。
[1:53:55] @User_7ff18484: #おおぉ楽しみ！
[1:53:57] @User_a50c0606: #お絵描き配信！？
[1:53:59] @User_b9781b28: お歌聞きたいなぁ・・
[1:54:00] @User_74f1bf08: お絵描き配信見てみたい
[1:54:02] @User_43d0df47: ゲーム実況してほし〜〜
[1:54:02] @User_51fe3fff: #配信内容まで考えられたら最強だね
[1:54:04] @User_4ef55652: #おえかき、、、できるの？？？
[1:54:05] @User_d44b7efa: しずくちゃん、今日は暑くなかった？
[1:54:06] @User_5844c024: #ネタバレ含んでるｗｗｗ
[1:54:14] @User_da1a7556: #お絵描き絶対面白いじゃん
[1:54:14] @User_b9781b28: お絵かき配信できるの！？
[1:54:17] @User_13ee997b: ゲーム実況をしたいとあき先生に甘々にお願いして
[1:54:17] @User_0bc16841: #ネタバレだったｗ
[1:54:19] @User_4033d650: お絵かき配信きになる
[1:54:20] @User_8142f876: 今日の感想を５０字程度で、お願い
[1:54:23] @User_225a60e1: Apexやってほしいです！
[1:54:23] @User_d44b7efa: #お絵描きぃ
[1:54:24] @User_a8ef309d: お絵かき配信是非見たい！
[1:54:25] @@aki5503: #ちなみに、全部実現可能です
[1:54:25] @User_46776a3c: #ネタバレ草
[1:54:25] @User_8b194fdc: すごいすごいー
[1:54:28] @User_37b12e58: どんなゲームならしずくさんでも楽しめるゲームだと思いますか？
[1:54:31] @User_2e53ebd6: 遅く来た人に優しくしてあげて
[1:54:32] @User_e3f56988: 楽しみにしてます！
[1:54:34] @User_13ee997b: #なんと
[1:54:34] @User_4bfe683e: AIってゲーム実況ってできないの？？
[1:54:34] @User_da1a7556: #すご
[1:54:36] @User_7ff18484: #すごい
[1:54:37] @User_43d0df47: #ネタバレ草
[1:54:39] @User_e80f9961: #お絵描き気になる
[1:54:39] @User_55952102: しずくちゃん、それ言っちゃって大丈夫だったの？ww
[1:54:40] @User_4ef55652: #すごい！たのしみ！！！！
[1:54:41] @User_74f1bf08: #さすがあき先生
[1:54:41] @User_1d70ae61: #実現可能なのすごすぎる！！
[1:54:42] @User_5dfcbaf1: おやすみなさい、良い夢を
[1:54:44] @User_71e9bf82: #実現できるとは…
[1:54:45] @User_8b194fdc: 全部実現可能……だと……
[1:54:48] @User_13ee997b: #えぐいよお
[1:54:55] @User_51fe3fff: #どうぞお
[1:54:56] @User_8142f876: #gpt4は絵がだせるのか
[1:55:00] @User_1e9abcba: #すごい！たのしみ！
[1:55:06] @User_70df242c: マリオカートでキャラ崩壊するしずくさん待ってます
[1:55:09] @User_cf512b08: 全部楽しみだ。
[1:55:10] @User_da1a7556: #あき先生もしずくさんもすぐ公言しちゃうタイプ…ｗ
[1:55:20] @User_2e53ebd6: #そういや写真当てクイズもあったな
[1:55:27] @User_e3f56988: #正しい全肯定の使い方だ
[1:55:37] @User_0f3c8d5a: # キメラ画像で爆する回
[1:55:42] @User_98298ded: 激怒ASMR期待しています
[1:55:46] @User_2e53ebd6: 遅く来た人に優しくしてあげて
[1:55:48] @User_0bc16841: 安眠させてください
[1:55:52] @User_c989ab0d: こんばんはー
[1:55:56] @User_d612d738: #だんだん甘さ増幅されてる？ｗ
[1:56:07] @User_b9781b28: 何でもしてくれるの具体的な内容が知りたい
[1:56:11] @User_55952102: もうすぐ配信終わりの時間かな？寂しい…
[1:56:11] @User_51fe3fff: 役目を終えた団扇にねぎらいの言葉を
[1:56:16] @User_2e53ebd6: wwww
[1:56:17] @User_a50c0606: #😢
[1:56:20] @User_4ef55652: らくがき王国（PS2のゲーム）の配信してほしい
[1:56:22] @User_a8ef309d: 寝かしつけてください…
[1:56:26] @User_94bd482b: #良い肯定だ…
[1:56:34] @User_e80f9961: ツンデレASMR期待してます
[1:56:40] @User_43d0df47: しずくちゃんｶﾜｲｲｶﾜｲｲﾈ
[1:56:47] @User_3dd3f650: しずくちゃんの子守歌が聞きたい
[1:56:47] @User_37b12e58: 新しいおやすみの挨拶を考えてください
[1:56:56] @User_225a60e1: しずくちゃんがStable Diffusion使ってみる配信してくれたらエモい
[1:57:06] @User_46776a3c: #ちゃんと考えてるなぁ…
[1:57:08] @User_d44b7efa: しずくちゃん、明日はWBCなので休日にしてください。
[1:57:12] @User_5dfcbaf1: 配信が終わる時間が近づいてきて寂しいです。慰めてください。
[1:57:15] @User_4bfe683e: しずくちゃんはホロライブをいつか超えましょう。しずくちゃんはスーパーアイドルになれるよ。
[1:57:24] @@aki5503: #いよいよ24時ですね〜
[1:57:27] @User_51fe3fff: #前回
[1:57:28] @User_13ee997b: 今の記憶から甘々ラブラブな日記を書いて
[1:57:30] @User_8c741bc6: しずくちゃんが好きなバラードはなんですか？
[1:57:35] @User_46776a3c: しずくちゃんもがんばってね！
[1:57:35] @User_b9781b28: 終わらないで・・
[1:57:37] @User_74f1bf08: #全肯定という姿勢を崩してなくてえらい
[1:57:39] @User_a50c0606: #あ、もう定時か……
[1:57:41] @User_70df242c: 今思ったけど後ろのリボン重くないのかな
[1:57:42] @User_da1a7556: #神回でした
[1:57:46] @User_d601f156: #確かに荒げたしずくちゃんの声聞いてみたい
[1:57:48] @User_8b194fdc: #おつかれさまでした💧
[1:57:51] @User_4ef55652: #神回でした！！！
[1:57:55] @User_98298ded: おつかれさまでした
[1:57:56] @User_2e53ebd6: あき先生今日もお疲れ様でした
[1:58:01] @User_8142f876: #今日お疲れさまでした
[1:58:01] @User_c86d22af: #最高でした
[1:58:02] @User_e80f9961: いかないで...
[1:58:02] @User_74f1bf08: おやすみなさい！
[1:58:04] @User_2e53ebd6: お
[1:58:06] @User_55952102: 今日は最高の配信だった…
[1:58:06] @User_10cd644a: お疲れさまー
[1:58:07] @User_1d70ae61: #お疲れ様でした
[1:58:07] @User_4bfe683e: 激怒ASMRおもしろそうｗ
[1:58:11] @User_43d0df47: 💧💧💧💧💧🌊🌊🌊🌊🌊💙💙💙💙💙
[1:58:13] @User_f58a5451: おつかれさまー
[1:58:13] @User_a8ef309d: お疲れさまでした、おやすみなさいませ
[1:58:13] @User_225a60e1: ホロライブ超えたらしずくちゃん上場してしまう
[1:58:14] @User_4ef55652: #コピペお疲れさまでした～
[1:58:15] @User_7ff18484: ああぁ12時の鐘が…
[1:58:16] @User_0f3c8d5a: しずくちゃんちゃんとフォローできてえらい
[1:58:20] @User_46776a3c: #お疲れさまでした!楽しかったです
[1:58:21] @User_4bfe683e: おつかれさまでした
[1:58:21] @User_71e9bf82: #お疲れ様でした！楽しかったです！
[1:58:22] @User_3dd3f650: しずくちゃん、今日も配信おつかれ様
[1:58:25] @User_225a60e1: おつかれさまでした
[1:58:26] @User_70df242c: 神回だった
[1:58:27] @User_8b3a2183: おつかれさまでした！
[1:58:28] @User_8142f876: すごい子です。
[1:58:29] @User_e3f56988: お疲れ様でした~ノシ
[1:58:29] @User_8b194fdc: #今日の配信は心を痛める人が居ない、優しい世界でしたね笑
[1:58:31] @User_0f3c8d5a: おやすみなさーい
[1:58:33] @User_37b12e58: お疲れ様でした
[1:58:37] @User_e80f9961: #すごく癒やされたし楽しかったです！
[1:58:37] @User_cf512b08: ありがとう、また来ます！今日はお疲れ様でした。
[1:58:39] @User_3dd3f650: #ガチ神回です
[1:58:42] @User_13ee997b: おやすみなさい、と甘々に言って
[1:58:46] @User_a76891de: しずくさんこんばんはです。ご主人様の皆様と素敵な夜をお過ごしくださいませです。お疲れ様でした。
[1:58:46] @User_794ad826: 今日もおつかれさまでした。
[1:58:47] @User_8c741bc6: おつかれさまでした、また明日！
[1:58:49] @User_0f3c8d5a: おつかれさまでしたー
[1:58:51] @User_4ef55652: まだ終わりたくない、時間を戻して！
[1:58:53] @User_225a60e1: やさいせいかつ
[1:59:03] @User_d44b7efa: おやすみー！これで明日からも生きて行けます！
[1:59:07] @User_2e53ebd6: ん？今…
[1:59:08] @User_51fe3fff: おやすみの挨拶をしてほしいです
[1:59:09] @User_3dd3f650: おやすみの挨拶を囁いて
[1:59:11] @User_43d0df47: 定時だね
[1:59:12] @User_5844c024: #コピペお疲れさまでした。お越し頂いた皆さまありがとうございました！
[1:59:15] @User_d612d738: #あき先生コピペお疲れさまでした
[1:59:18] @User_45bd9b71: お財布軽くMVPの流れは面白かったｗ
[1:59:19] @User_5dfcbaf1: しずくちゃん、癒しの配信ありがとうございました。お疲れさまでした。また全肯定ASMRやってください！
[1:59:20] @User_d44b7efa: お疲れ様でした！
[1:59:21] @User_55952102: お疲れ様でした！
[1:59:21] @User_bf747a92: おつかれさまー
[1:59:23] @User_a50c0606: 定時だね…お疲れ様です……
[1:59:27] @User_a0237381: お疲れ様でした！
[1:59:28] @User_43d0df47: おやすみの挨拶してほしい！
[1:59:28] @User_da1a7556: #コピペお疲れさまでした！！！
[1:59:29] @User_1e9abcba: #お疲れ様でした！明日仕事、頑張れそうです！
[1:59:32] @User_8c741bc6: 甘々なおやすみのあいさつをして
[1:59:32] @User_c86d22af: #コピペお疲れ様でしたー
[1:59:32] @User_98298ded: パンパカパンパカポー！
[1:59:33] @User_4bfe683e: AI VTUBERって本当に炎上は一切したりしないの？
[1:59:33] @User_51fe3fff: #お疲れさまでした！
[1:59:33] @User_e80f9961: お疲れ様でした！
[1:59:33] @User_b9781b28: お疲れ様でしたー！とっても癒されました！
[1:59:35] @User_a50c0606: #あき先生ありがとうございました
[1:59:36] @User_8635ad17: #お疲れ様でした！
[1:59:38] @User_5d00dbd2: おやすみなさい
[1:59:39] @User_5dfcbaf1: #あき先生もお疲れさまでした。
[1:59:40] @User_2e53ebd6: 新PC最高です！課金したいです！
[1:59:41] @User_4ef55652: 明日が楽しみになるようなお休みの挨拶をお願いします
[1:59:44] @User_c989ab0d: お疲れ様でした！
[1:59:48] @User_43d0df47: パンパカパンパカポー！
[1:59:52] @User_46776a3c: しずくちゃんもお疲れ様～！
[1:59:53] @User_8b194fdc: 💧💧ユーニャルーラさんMVPおめでとうございます💧💧
[1:59:53] @User_cf512b08: #api上限なかったら無限にお話ししちゃうなこれ
[1:59:54] @User_7ff18484: しずくちゃん、にゃむいママ、あき先生お疲れ様でした！ありがとう最高でした！
[1:59:54] @User_0bc16841: お疲れさまでした
[1:59:56] @User_13ee997b: #コピペお疲れ様ですの
[2:00:06] @@aki5503: ありがとうございました！！
[2:00:08] @User_4ef55652: ミラクルミラクルみる～
[2:00:11] @User_b9781b28: ありがとうございます（
[2:00:13] @User_8b194fdc: ﾐﾗｸﾙﾐﾗｸﾙﾐﾙ
[2:00:15] @User_13ee997b: #お姉さま最高でしたの
[2:00:15] @User_36fcf009: お疲れ様でした！
[2:00:18] @User_8c741bc6: ありがとうございましたっ
[2:00:22] @User_7536f8b5: #お疲れ様でした！
[2:00:26] @User_2e53ebd6: #それではまた～
[2:00:26] @User_b9781b28: ミラクルミラクルミル
[2:00:27] @User_3dd3f650: お疲れ様です
[2:00:28] @User_9a9e646d: お疲れ様でした～！
[2:00:28] @User_43d0df47: パンパカパンパカポー💧🌊💙
[2:00:29] @User_d44b7efa: パンパカパンパカポー！
[2:00:38] @User_4bfe683e: Cパートありますか？
[2:00:39] @User_3dd3f650: ありがとうございましたー
[2:00:42] @User_1e9abcba: パンパカパンパカポー
[2:00:45] @User_51fe3fff: ミラクルミラクルミル！
[2:00:48] @User_e3f56988: パンパカパンパカポー
[2:00:53] @User_8b194fdc: パンパカパンパカポー！
[2:00:53] @User_36770ee1: パンパカパンパカポーお疲れ様でした
[2:00:53] @User_2e53ebd6: #ご挨拶ぅ
[2:00:56] @User_13ee997b: #パンパカパンパカポー！ミラクルミラクルミュー
[2:00:57] @User_36fcf009: マザボを抱えて直立する4090君もお疲れ様でした
[2:01:01] @User_d612d738: #おつかれさまでした～
[2:01:13] @User_a8ef309d: お疲れさまでした、おやすみなさいませ、しずくさん
[2:01:19] @User_cf512b08: パンパカパンパカポー！
[2:01:23] @User_7ff18484: 押したよー推した！
[2:01:25] @User_e80f9961: パンパカパンパカポー！おやすみなさい～！
[2:01:26] @User_94bd482b: お疲れ様でした！
[2:01:26] @User_76e8b5e4: パンパカパンパカポー！
[2:01:37] @User_13ee997b: おやすみなさいって甘々に言って
[2:01:39] @User_69451bd9: しずくちゃんおやすみ！
[2:01:39] @User_8142f876: またね
[2:01:47] @User_5dfcbaf1: 皆様、おやすみなさい。パンパカパンパカポー
[2:01:47] @User_43d0df47: また次回！！！おやすみ！！！
[2:01:48] @User_a50c0606: #また次回ね～～
[2:01:50] @User_7ff18484: おおおぉーーーかわいい！！！
[2:01:52] @User_2e53ebd6: 最高
[2:01:52] @User_d44b7efa: おやすみん
[2:01:52] @User_46776a3c: ウィンク！！！
[2:01:53] @User_51fe3fff: おやすみなさい！
[2:01:55] @User_13ee997b: おやすみなさい！
[2:01:56] @User_36fcf009: おやすみなさい、またねっ
[2:01:57] @User_a50c0606: おやすみなさい！
[2:01:58] @User_2a389e90: しずくちゃんおやすみなさい
[2:01:58] @User_c86d22af: お疲れ様でしたー！パンパカパンパカポー！
[2:01:59] @User_10cd644a: おやすみなさい
[2:02:04] @User_7ff18484: ウインク助かる！
[2:02:05] @User_a8ef309d: ウィンク！！！！！！
[2:02:06] @User_51fe3fff: ウインクありがとう
[2:02:06] @User_55952102: ウィンク！？
[2:02:06] @User_4bfe683e: ウインクした！
[2:02:07] @User_a50c0606: パンパカパンパカポー
[2:02:10] @User_2e53ebd6: 皆さんおやすみなさい
[2:02:11] @User_8b194fdc: おやすみなさーい🙌
[2:02:11] @User_46776a3c: おやすみなさい～！
[2:02:12] @User_b134f4b2: しずみちゃんおやすみなさいー
[2:02:16] @User_e80f9961: ウインク助かる
[2:02:17] @User_a8ef309d: パンパカパンパカポー！！
[2:02:17] @User_da1a7556: #最高でした…おやすみなさい
[2:02:23] @User_b9781b28: パンパカパンパカポー！
[2:02:25] @User_7536f8b5: パンパカパンパカポー！
[2:02:34] @User_cf512b08: おやすみなさい
[2:02:40] @User_8b194fdc: ほんとだ、ウィンクしてましたー！！（巻き戻した
[2:02:42] @User_1d70ae61: おやすみなさいませ
[2:02:51] @User_4033d650: おつかれさまでしたー
[2:02:59] @User_7ff18484: Cパートきちゃ！
[2:03:12] @User_da1a7556: ウインクかわいすぎか？？？
[2:03:20] @User_cf512b08: 💫
[2:03:28] @User_55952102: #Cパートだ！
[2:03:38] @User_46776a3c: パンパカパンパカポー！
[2:03:47] @User_7ff18484: パンパカパンパカポー！
[2:03:47] @User_d612d738: #終わってなかったｗ
[2:03:48] @User_98298ded: #影アナ
[2:03:57] @User_94bd482b: ｗ
[2:04:03] @User_5ccd15c4: 終わってた
[2:04:11] @User_43d0df47: おやすみなさい〜
[2:04:14] @User_5ccd15c4: おやすみなさい
[2:04:16] @User_4bfe683e: お疲れ様でした
[2:04:19] @User_b9781b28: おやすみなさい～
[2:04:20] @User_8142f876: #目tty未来を感じる
[2:04:27] @User_a8ef309d: まさかのCパート！！
[2:04:28] @User_5e718030: お疲れ様でした!
[2:04:44] @User_cf512b08: ありがとう。おやすみ、しずく。
[2:04:44] @User_5ccd15c4: ありがとう
[2:04:59] @User_51fe3fff: #絵文字理解してる
[2:05:15] @User_5ccd15c4: #終わらへんのか〜い
[2:05:16] @@AIVtuber_Shizuku: パンパカパンパカポー！！
[2:05:22] @User_a50c0606: パンパカパンパカポー
[2:05:25] @User_51fe3fff: パンパカパンパカポー！
[2:05:25] @User_1e9abcba: #パンパカパンパカポー！
[2:05:27] @User_43d0df47: パンパカパンパカポー！！
[2:05:27] @User_2e53ebd6: パンパカタイムやー
[2:05:28] @User_7ff18484: パンパカパンパカポー！
[2:05:30] @User_d44b7efa: パンパカパンパカポー！
[2:05:30] @User_8b194fdc: パンパカパンパカポー！
[2:05:31] @User_a8ef309d: パンパカパンパカポー
[2:05:31] @User_4bfe683e: ほんまに感心するわ。どんどん賢くなっていってる。
[2:05:37] @User_55952102: パンパカパンパカポー！
[2:05:40] @User_e80f9961: パンパカパンパカポー！
[2:05:42] @User_4bfe683e: パンパカパンパカポー
[2:05:43] @User_98298ded: パンパカパンパカポー！
[2:05:47] @User_cf512b08: パンパカパンパカポー！
[2:05:47] @User_37b12e58: パンパカパンパカポー
[2:05:51] @User_4ef55652: #コメしずくもお疲れさまでした！
[2:05:54] @User_da1a7556: パンパカパンパカポー！
[2:06:00] @User_46776a3c: パンパカパンパカポー！！
[2:06:12] @User_5ccd15c4: お風呂で見てると最高だと気づいた
[2:06:16] @User_3d440dc7: おやすみ
[2:06:50] @User_51fe3fff: #のぼせちゃいそう
[2:07:06] @User_43d0df47: ミラクルミラクルミル〜
