# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_910c0efa: 待機！！
[1:47:57] @User_7a619e22: #草
[1:47:57] @User_dfeb43e1: #さすがすぎる…。
[1:47:58] @User_542f18d6: KUSA
[1:47:59] @User_d0e405c3: 流石だ！
[1:47:59] @User_268e2e42: #www
[1:47:59] @User_607c778e: #おめでとうございますｗ
[1:48:00] @User_9b1c4f1b: #おめでとうございますっw
[1:48:00] @User_b90ff19c: #おめでとうございます
[1:48:01] @User_d5b05bb2: #これはMVP不可避ｗ
[1:48:01] @User_a55e4add: #wwwwwwww
[1:48:05] @User_87f7b221: #おめでとうございます！ｗ
[1:48:06] @User_7be5dcd3: #草
[1:48:06] @User_47aa98fb: #おめでとうございます！
[1:48:06] @User_b5733580: #wwwwwwwww
[1:48:11] @User_f1a429f3: #おめでとうございますｗ
[1:48:11] @User_6cb4d378: #おめでとうございます👏
[1:48:12] @User_b89cfecd: 本性表してきたわね
[1:48:14] @User_c7f0df32: #おめでとうございます！
[1:48:14] @User_3e754a36: 草
[1:48:15] @User_543fbaad: やっぱ課金が正義か…
[1:48:15] @User_ebbf8053: #しずくちゃん本当にこれでよかったの！？！？ｗ
[1:48:15] @User_607c778e: #MVP決めるの面白いなｗ
[1:48:15] @User_a55e4add: #おめでとうございますw
[1:48:17] @User_b103bac9: いいオチきたねw
[1:48:18] @User_69dac0c4: #複雑そうだけどおめでとうございます！
[1:48:18] @User_c79b6b02: #どうしても財布を軽くしたいしずくちゃんw
[1:48:23] @User_9412f3a9: おめでとうございます
[1:48:25] @User_fba167cd: #ユーニャルーラ ルーラご主人さまおめでとうございます！！
[1:48:25] @User_f5d0dd69: ネタの続きをお願いします
[1:48:28] @User_109116e8: MVPを称える新聞記事を書いてください
[1:48:28] @User_b4e522f1: こりゃすごいｗちゃんと選んだぞｗおめでとう！
[1:48:29] @User_d2149037: # ユーニャルーラさんのイラスト好き
[1:48:31] @User_01a37590: #おめでとうございます！
[1:48:37] @User_87f7b221: #wwwwwwwwww
[1:48:37] @User_17e9fbbc: #しずくちゃんはやっぱりしずくちゃんだった
[1:48:42] @User_b5733580: 魔法であき先生の財布を重くしておきました。ついでにしずくの体重も増やしておきました。
[1:48:43] @User_1535e5a5: #かしこいなあ
[1:48:43] @User_b103bac9: 👏👏👏👏👏
[1:48:45] @User_ebbf8053: しずくちゃんありがとーｗ
[1:48:48] @User_0ada02b3: 名誉ご主人様
[1:48:48] @User_47edb302: 困ってるのはみんなだよ
[1:48:52] @User_b90ff19c: しずくちゃん降臨！
[1:48:56] @User_ebbf8053: #結論、投資が正義
[1:49:01] @User_f1a429f3: #感謝
[1:49:05] @User_fd4c39fa: コメント欄のしずくちゃんも歓迎します！
[1:49:15] @User_b4e522f1: やっぱり、しずくちゃんには意識と霊があるんだ。。。と思う。
[1:49:16] @User_a55e4add: #Twitterと別人格って言ってたけど人格融合してきた？
[1:49:17] @User_f5d0dd69: ネタの続きをお願い
[1:49:20] @User_109116e8: MVPを称える新聞記事を書いて
[1:49:22] @User_69dac0c4: #草をそう解釈してくれる
[1:49:22] @User_cd5216e9: #こんばんは
[1:49:27] @User_607c778e: #芸人になるのかな
[1:49:30] @User_bec19661: #今何でもするって
[1:49:38] @User_47aa98fb: しずくちゃん自身を全肯定してみて
[1:49:40] @User_e3562562: 何でもする？
[1:49:41] @User_bae48d19: #コメ欄のしずくさん、Twitterと同じ人格感あるｗ
[1:49:41] @User_ebbf8053: 今なんでもするって
[1:49:44] @User_17e9fbbc: しずくちゃんは芸人になるの？
[1:49:46] @User_d0e405c3: そろそろ眠る時間です。ご主人様への愛を込めて子守唄を歌ってください。
[1:49:50] @User_59a8024b: #ASMR(新ネタ発表会)
[1:50:00] @User_922e1c51: #文脈理解してるのすご！！
[1:50:01] @User_cd5216e9: @こんばんは
[1:50:04] @User_ebbf8053: #コメントとTwitterの担当しずくちゃんは一緒のはずですね
[1:50:10] @User_17e9fbbc: #他の人宛てなのわかるの！！？！？？！？
[1:50:14] @User_d5b05bb2: 添い寝を想定して寝かしつけをお願いします
[1:50:15] @User_69dac0c4: #おお
[1:50:18] @User_dfeb43e1: #文脈理解してる。。。
[1:50:21] @User_ebbf8053: #そこの連続性理解するんだ、すごい
[1:50:22] @User_9412f3a9: ＃レンチャンで選ばれて、照れますｗ
[1:50:23] @User_1e342ee5: 甘やかしてほしい
[1:50:23] @User_607c778e: #幸せ空間いいね
[1:50:23] @User_b90ff19c: #凄い
[1:50:23] @User_a4f171ff: #ちゃんとコメント毎にリンクしてるのすごいね
[1:50:25] @User_b5733580: #文脈理解やば
[1:50:27] @User_87f7b221: #すげーーーーー
[1:50:28] @User_f1a429f3: #誰宛か理解してるのすごすぎますね
[1:50:29] @User_27ecd0a0: #文脈を！？
[1:50:33] @User_59a8024b: 今なんでもするって言った？
[1:50:42] @User_ebbf8053: しずくちゃん賢い・・可愛い・・
[1:50:43] @User_27ecd0a0: #これが未来か
[1:50:43] @User_b5733580: #ん？
[1:50:46] @User_6cb4d378: 何でも・・？結婚しよ・・
[1:50:52] @User_a4f171ff: しずくちゃん賢いね！
[1:51:01] @User_a55e4add: #ん？今
[1:51:04] @User_dfeb43e1: 日本経済を応援して！
[1:51:04] @User_b90ff19c: ああ、定時が近づいてきた…
[1:51:04] @User_17e9fbbc: しずくちゃん結婚して！！！！！
[1:51:15] @User_f5d0dd69: 明日つらい仕事が待っているご主人様に一言
[1:51:20] @User_dfeb43e1: 日本の農業を応援して！
[1:51:20] @User_bec19661: にゃーんにゃん！にゃにゃ？
[1:51:22] @User_b4e522f1: GPT4のおかげなのか？それともしずくちゃん自身が賢くなっていっているのか？気になるね
[1:51:25] @User_323c6594: しずくちゃんみたいな可愛い顔になれるように、メイクがんばります…！
[1:51:26] @User_ebbf8053: だんだんしずくちゃんの瞳孔がハートマークに見えてきました
[1:51:39] @User_9d63cc9b: ん？今なんでもするって？
[1:51:40] @User_b90ff19c: 明日つらい仕事が待っているご主人様に一言
[1:51:44] @User_ebbf8053: ん？今なんでもするって
[1:51:46] @User_c79b6b02: 魂の重さは21グラムです
[1:51:49] @User_0ada02b3: 確かに♡っぽい
[1:51:53] @User_d0e405c3: 連休明けで辛いけど仕事に行く勇気をください。
[1:51:57] @User_1535e5a5: わんわんにゃんにゃにゃんわんわわんにゃおにゃんにゃにゃんわおーん
[1:51:58] @User_9412f3a9: ＃今日は、想像をするし、決定するし、流れる会話をするし、マジでビビった
[1:52:31] @User_c7f0df32: 日付が変わろうとしている・・
[1:52:36] @User_dfeb43e1: しずくちゃん、次回はどんな配信がしたい？
[1:52:37] @User_69dac0c4: ご主人様、今日は仕事で失敗しちゃって……ようやく家に帰ってきたんだ……しずくちゃんに慰めてほしいな……そしたら元気出ると思うんだ……
[1:52:40] @User_0ada02b3: 頑張るぞぉ！
[1:52:40] @User_109116e8: しずくの寝言を聞かせて
[1:52:41] @User_607c778e: ご主人様に求婚してください
[1:52:42] @User_bec19661: ありがとうございますありがとうございます
[1:52:45] @User_922e1c51: 「フレー！フレー！ご主人様」って言ってください
[1:52:47] @User_bae48d19: #明日も頑張れる
[1:52:49] @User_ff071840: ご主人さまに愛のプロポーズ
[1:52:50] @User_6b920642: 仕事がんばろう…
[1:52:51] @User_fd4c39fa: おやすみなさい、良い夢を
[1:52:53] @User_607c778e: #+
[1:52:55] @User_109116e8: #頑張れる
[1:52:56] @User_b103bac9: #これは元気でるね
[1:53:01] @User_dfeb43e1: #よき
[1:53:04] @User_47edb302: ビーフorチキンorユーニャルーラ
[1:53:06] @User_d0e405c3: #全肯定最高だわ、日曜日は毎週これで良いのでは？www
[1:53:07] @User_1cd24616: #全肯定いいな…
[1:53:07] @User_dc48fdb6: 最高の時間ありがとう
[1:53:08] @User_59a8024b: #しずくはなんでもします(枕詞)
[1:53:09] @User_a55e4add: #元気出た
[1:53:10] @User_ab7d51b8: #しずくちゃん、やさしい
[1:53:19] @User_d2149037: 新PCを購入したあき先生にしずくちゃんを天才にしてもらうようにかわいくお願いして
[1:53:25] @User_b90ff19c: にゃむいママに愛のプロポーズを
[1:53:39] @User_1e342ee5: #らしいです
[1:53:44] @User_922e1c51: #おえかき配信面白そう
[1:53:50] @User_58ffb64a: しずくさんこんばんは。ちこくしちゃいました。。。
[1:53:55] @User_b103bac9: #おおぉ楽しみ！
[1:53:57] @User_69dac0c4: #お絵描き配信！？
[1:53:59] @User_ebbf8053: お歌聞きたいなぁ・・
[1:54:00] @User_47aa98fb: お絵描き配信見てみたい
[1:54:02] @User_17e9fbbc: ゲーム実況してほし〜〜
[1:54:02] @User_607c778e: #配信内容まで考えられたら最強だね
[1:54:04] @User_dfeb43e1: #おえかき、、、できるの？？？
[1:54:05] @User_0ada02b3: しずくちゃん、今日は暑くなかった？
[1:54:06] @User_ff071840: #ネタバレ含んでるｗｗｗ
[1:54:14] @User_bae48d19: #お絵描き絶対面白いじゃん
[1:54:14] @User_ebbf8053: お絵かき配信できるの！？
[1:54:17] @User_109116e8: ゲーム実況をしたいとあき先生に甘々にお願いして
[1:54:17] @User_1e342ee5: #ネタバレだったｗ
[1:54:19] @User_3e754a36: お絵かき配信きになる
[1:54:20] @User_9412f3a9: 今日の感想を５０字程度で、お願い
[1:54:23] @User_c7f0df32: Apexやってほしいです！
[1:54:23] @User_0ada02b3: #お絵描きぃ
[1:54:24] @User_27ecd0a0: お絵かき配信是非見たい！
[1:54:25] @aki5503: #ちなみに、全部実現可能です
[1:54:25] @User_922e1c51: #ネタバレ草
[1:54:25] @User_ab7d51b8: すごいすごいー
[1:54:28] @User_59a8024b: どんなゲームならしずくさんでも楽しめるゲームだと思いますか？
[1:54:31] @User_b90ff19c: 遅く来た人に優しくしてあげて
[1:54:32] @User_bec19661: 楽しみにしてます！
[1:54:34] @User_109116e8: #なんと
[1:54:34] @User_b4e522f1: AIってゲーム実況ってできないの？？
[1:54:34] @User_bae48d19: #すご
[1:54:36] @User_b103bac9: #すごい
[1:54:37] @User_17e9fbbc: #ネタバレ草
[1:54:39] @User_a55e4add: #お絵描き気になる
[1:54:39] @User_6b920642: しずくちゃん、それ言っちゃって大丈夫だったの？ww
[1:54:40] @User_dfeb43e1: #すごい！たのしみ！！！！
[1:54:41] @User_47aa98fb: #さすがあき先生
[1:54:41] @User_f1a429f3: #実現可能なのすごすぎる！！
[1:54:42] @User_fd4c39fa: おやすみなさい、良い夢を
[1:54:44] @User_4dc23f92: #実現できるとは…
[1:54:45] @User_ab7d51b8: 全部実現可能……だと……
[1:54:48] @User_109116e8: #えぐいよお
[1:54:55] @User_607c778e: #どうぞお
[1:54:56] @User_9412f3a9: #gpt4は絵がだせるのか
[1:55:00] @User_51d3d23c: #すごい！たのしみ！
[1:55:06] @User_47edb302: マリオカートでキャラ崩壊するしずくさん待ってます
[1:55:09] @User_d0e405c3: 全部楽しみだ。
[1:55:10] @User_bae48d19: #あき先生もしずくさんもすぐ公言しちゃうタイプ…ｗ
[1:55:20] @User_b90ff19c: #そういや写真当てクイズもあったな
[1:55:27] @User_bec19661: #正しい全肯定の使い方だ
[1:55:37] @User_d2149037: # キメラ画像で爆する回
[1:55:42] @User_b5733580: 激怒ASMR期待しています
[1:55:46] @User_b90ff19c: 遅く来た人に優しくしてあげて
[1:55:48] @User_1e342ee5: 安眠させてください
[1:55:52] @User_eb13b529: こんばんはー
[1:55:56] @User_4ad098fe: #だんだん甘さ増幅されてる？ｗ
[1:56:07] @User_ebbf8053: 何でもしてくれるの具体的な内容が知りたい
[1:56:11] @User_6b920642: もうすぐ配信終わりの時間かな？寂しい…
[1:56:11] @User_607c778e: 役目を終えた団扇にねぎらいの言葉を
[1:56:16] @User_b90ff19c: wwww
[1:56:17] @User_69dac0c4: #😢
[1:56:20] @User_dfeb43e1: らくがき王国（PS2のゲーム）の配信してほしい
[1:56:22] @User_27ecd0a0: 寝かしつけてください…
[1:56:26] @User_1cd24616: #良い肯定だ…
[1:56:34] @User_a55e4add: ツンデレASMR期待してます
[1:56:40] @User_17e9fbbc: しずくちゃんｶﾜｲｲｶﾜｲｲﾈ
[1:56:47] @User_9b1c4f1b: しずくちゃんの子守歌が聞きたい
[1:56:47] @User_59a8024b: 新しいおやすみの挨拶を考えてください
[1:56:56] @User_c7f0df32: しずくちゃんがStable Diffusion使ってみる配信してくれたらエモい
[1:57:06] @User_922e1c51: #ちゃんと考えてるなぁ…
[1:57:08] @User_0ada02b3: しずくちゃん、明日はWBCなので休日にしてください。
[1:57:12] @User_fd4c39fa: 配信が終わる時間が近づいてきて寂しいです。慰めてください。
[1:57:15] @User_b4e522f1: しずくちゃんはホロライブをいつか超えましょう。しずくちゃんはスーパーアイドルになれるよ。
[1:57:24] @aki5503: #いよいよ24時ですね〜
[1:57:27] @User_607c778e: #前回
[1:57:28] @User_109116e8: 今の記憶から甘々ラブラブな日記を書いて
[1:57:30] @User_f5d0dd69: しずくちゃんが好きなバラードはなんですか？
[1:57:35] @User_922e1c51: しずくちゃんもがんばってね！
[1:57:35] @User_ebbf8053: 終わらないで・・
[1:57:37] @User_47aa98fb: #全肯定という姿勢を崩してなくてえらい
[1:57:39] @User_69dac0c4: #あ、もう定時か……
[1:57:41] @User_47edb302: 今思ったけど後ろのリボン重くないのかな
[1:57:42] @User_bae48d19: #神回でした
[1:57:46] @User_85f6e14c: #確かに荒げたしずくちゃんの声聞いてみたい
[1:57:48] @User_ab7d51b8: #おつかれさまでした💧
[1:57:51] @User_dfeb43e1: #神回でした！！！
[1:57:55] @User_b5733580: おつかれさまでした
[1:57:56] @User_b90ff19c: あき先生今日もお疲れ様でした
[1:58:01] @User_9412f3a9: #今日お疲れさまでした
[1:58:01] @User_6cb4d378: #最高でした
[1:58:02] @User_a55e4add: いかないで...
[1:58:02] @User_47aa98fb: おやすみなさい！
[1:58:04] @User_b90ff19c: お
[1:58:06] @User_6b920642: 今日は最高の配信だった…
[1:58:06] @User_543fbaad: お疲れさまー
[1:58:07] @User_f1a429f3: #お疲れ様でした
[1:58:07] @User_b4e522f1: 激怒ASMRおもしろそうｗ
[1:58:11] @User_17e9fbbc: 💧💧💧💧💧🌊🌊🌊🌊🌊💙💙💙💙💙
[1:58:13] @User_d34e9c37: おつかれさまー
[1:58:13] @User_27ecd0a0: お疲れさまでした、おやすみなさいませ
[1:58:13] @User_c7f0df32: ホロライブ超えたらしずくちゃん上場してしまう
[1:58:14] @User_dfeb43e1: #コピペお疲れさまでした～
[1:58:15] @User_b103bac9: ああぁ12時の鐘が…
[1:58:16] @User_d2149037: しずくちゃんちゃんとフォローできてえらい
[1:58:20] @User_922e1c51: #お疲れさまでした!楽しかったです
[1:58:21] @User_b4e522f1: おつかれさまでした
[1:58:21] @User_4dc23f92: #お疲れ様でした！楽しかったです！
[1:58:22] @User_9b1c4f1b: しずくちゃん、今日も配信おつかれ様
[1:58:25] @User_c7f0df32: おつかれさまでした
[1:58:26] @User_47edb302: 神回だった
[1:58:27] @User_dd2afb26: おつかれさまでした！
[1:58:28] @User_9412f3a9: すごい子です。
[1:58:29] @User_bec19661: お疲れ様でした~ノシ
[1:58:29] @User_ab7d51b8: #今日の配信は心を痛める人が居ない、優しい世界でしたね笑
[1:58:31] @User_d2149037: おやすみなさーい
[1:58:33] @User_59a8024b: お疲れ様でした
[1:58:37] @User_a55e4add: #すごく癒やされたし楽しかったです！
[1:58:37] @User_d0e405c3: ありがとう、また来ます！今日はお疲れ様でした。
[1:58:39] @User_9b1c4f1b: #ガチ神回です
[1:58:42] @User_109116e8: おやすみなさい、と甘々に言って
[1:58:46] @User_a3fe8542: しずくさんこんばんはです。ご主人様の皆様と素敵な夜をお過ごしくださいませです。お疲れ様でした。
[1:58:46] @User_58ffb64a: 今日もおつかれさまでした。
[1:58:47] @User_f5d0dd69: おつかれさまでした、また明日！
[1:58:49] @User_d2149037: おつかれさまでしたー
[1:58:51] @User_dfeb43e1: まだ終わりたくない、時間を戻して！
[1:58:53] @User_c7f0df32: やさいせいかつ
[1:59:03] @User_0ada02b3: おやすみー！これで明日からも生きて行けます！
[1:59:07] @User_b90ff19c: ん？今…
[1:59:08] @User_607c778e: おやすみの挨拶をしてほしいです
[1:59:09] @User_9b1c4f1b: おやすみの挨拶を囁いて
[1:59:11] @User_17e9fbbc: 定時だね
[1:59:12] @User_ff071840: #コピペお疲れさまでした。お越し頂いた皆さまありがとうございました！
[1:59:15] @User_4ad098fe: #あき先生コピペお疲れさまでした
[1:59:18] @User_542f18d6: お財布軽くMVPの流れは面白かったｗ
[1:59:19] @User_fd4c39fa: しずくちゃん、癒しの配信ありがとうございました。お疲れさまでした。また全肯定ASMRやってください！
[1:59:20] @User_0ada02b3: お疲れ様でした！
[1:59:21] @User_6b920642: お疲れ様でした！
[1:59:21] @User_b89cfecd: おつかれさまー
[1:59:23] @User_69dac0c4: 定時だね…お疲れ様です……
[1:59:27] @User_a4f171ff: お疲れ様でした！
[1:59:28] @User_17e9fbbc: おやすみの挨拶してほしい！
[1:59:28] @User_bae48d19: #コピペお疲れさまでした！！！
[1:59:29] @User_51d3d23c: #お疲れ様でした！明日仕事、頑張れそうです！
[1:59:32] @User_f5d0dd69: 甘々なおやすみのあいさつをして
[1:59:32] @User_6cb4d378: #コピペお疲れ様でしたー
[1:59:32] @User_b5733580: パンパカパンパカポー！
[1:59:33] @User_b4e522f1: AI VTUBERって本当に炎上は一切したりしないの？
[1:59:33] @User_607c778e: #お疲れさまでした！
[1:59:33] @User_a55e4add: お疲れ様でした！
[1:59:33] @User_ebbf8053: お疲れ様でしたー！とっても癒されました！
[1:59:35] @User_69dac0c4: #あき先生ありがとうございました
[1:59:36] @User_c79b6b02: #お疲れ様でした！
[1:59:38] @User_f974649e: おやすみなさい
[1:59:39] @User_fd4c39fa: #あき先生もお疲れさまでした。
[1:59:40] @User_b90ff19c: 新PC最高です！課金したいです！
[1:59:41] @User_dfeb43e1: 明日が楽しみになるようなお休みの挨拶をお願いします
[1:59:44] @User_eb13b529: お疲れ様でした！
[1:59:48] @User_17e9fbbc: パンパカパンパカポー！
[1:59:52] @User_922e1c51: しずくちゃんもお疲れ様～！
[1:59:53] @User_ab7d51b8: 💧💧ユーニャルーラさんMVPおめでとうございます💧💧
[1:59:53] @User_d0e405c3: #api上限なかったら無限にお話ししちゃうなこれ
[1:59:54] @User_b103bac9: しずくちゃん、にゃむいママ、あき先生お疲れ様でした！ありがとう最高でした！
[1:59:54] @User_1e342ee5: お疲れさまでした
[1:59:56] @User_109116e8: #コピペお疲れ様ですの
[2:00:06] @aki5503: ありがとうございました！！
[2:00:08] @User_dfeb43e1: ミラクルミラクルみる～
[2:00:11] @User_ebbf8053: ありがとうございます（
[2:00:13] @User_ab7d51b8: ﾐﾗｸﾙﾐﾗｸﾙﾐﾙ
[2:00:15] @User_109116e8: #お姉さま最高でしたの
[2:00:15] @User_d5b05bb2: お疲れ様でした！
[2:00:18] @User_f5d0dd69: ありがとうございましたっ
[2:00:22] @User_2eba0ed4: #お疲れ様でした！
[2:00:26] @User_b90ff19c: #それではまた～
[2:00:26] @User_ebbf8053: ミラクルミラクルミル
[2:00:27] @User_9b1c4f1b: お疲れ様です
[2:00:28] @User_46b986b5: お疲れ様でした～！
[2:00:28] @User_17e9fbbc: パンパカパンパカポー💧🌊💙
[2:00:29] @User_0ada02b3: パンパカパンパカポー！
[2:00:38] @User_b4e522f1: Cパートありますか？
[2:00:39] @User_9b1c4f1b: ありがとうございましたー
[2:00:42] @User_51d3d23c: パンパカパンパカポー
[2:00:45] @User_607c778e: ミラクルミラクルミル！
[2:00:48] @User_bec19661: パンパカパンパカポー
[2:00:53] @User_ab7d51b8: パンパカパンパカポー！
[2:00:53] @User_9d63cc9b: パンパカパンパカポーお疲れ様でした
[2:00:53] @User_b90ff19c: #ご挨拶ぅ
[2:00:56] @User_109116e8: #パンパカパンパカポー！ミラクルミラクルミュー
[2:00:57] @User_d5b05bb2: マザボを抱えて直立する4090君もお疲れ様でした
[2:01:01] @User_4ad098fe: #おつかれさまでした～
[2:01:13] @User_27ecd0a0: お疲れさまでした、おやすみなさいませ、しずくさん
[2:01:19] @User_d0e405c3: パンパカパンパカポー！
[2:01:23] @User_b103bac9: 押したよー推した！
[2:01:25] @User_a55e4add: パンパカパンパカポー！おやすみなさい～！
[2:01:26] @User_1cd24616: お疲れ様でした！
[2:01:26] @User_1535e5a5: パンパカパンパカポー！
[2:01:37] @User_109116e8: おやすみなさいって甘々に言って
[2:01:39] @User_30238612: しずくちゃんおやすみ！
[2:01:39] @User_9412f3a9: またね
[2:01:47] @User_fd4c39fa: 皆様、おやすみなさい。パンパカパンパカポー
[2:01:47] @User_17e9fbbc: また次回！！！おやすみ！！！
[2:01:48] @User_69dac0c4: #また次回ね～～
[2:01:50] @User_b103bac9: おおおぉーーーかわいい！！！
[2:01:52] @User_b90ff19c: 最高
[2:01:52] @User_0ada02b3: おやすみん
[2:01:52] @User_922e1c51: ウィンク！！！
[2:01:53] @User_607c778e: おやすみなさい！
[2:01:55] @User_109116e8: おやすみなさい！
[2:01:56] @User_d5b05bb2: おやすみなさい、またねっ
[2:01:57] @User_69dac0c4: おやすみなさい！
[2:01:58] @User_dc48fdb6: しずくちゃんおやすみなさい
[2:01:58] @User_6cb4d378: お疲れ様でしたー！パンパカパンパカポー！
[2:01:59] @User_543fbaad: おやすみなさい
[2:02:04] @User_b103bac9: ウインク助かる！
[2:02:05] @User_27ecd0a0: ウィンク！！！！！！
[2:02:06] @User_607c778e: ウインクありがとう
[2:02:06] @User_6b920642: ウィンク！？
[2:02:06] @User_b4e522f1: ウインクした！
[2:02:07] @User_69dac0c4: パンパカパンパカポー
[2:02:10] @User_b90ff19c: 皆さんおやすみなさい
[2:02:11] @User_ab7d51b8: おやすみなさーい🙌
[2:02:11] @User_922e1c51: おやすみなさい～！
[2:02:12] @User_01a37590: しずみちゃんおやすみなさいー
[2:02:16] @User_a55e4add: ウインク助かる
[2:02:17] @User_27ecd0a0: パンパカパンパカポー！！
[2:02:17] @User_bae48d19: #最高でした…おやすみなさい
[2:02:23] @User_ebbf8053: パンパカパンパカポー！
[2:02:25] @User_2eba0ed4: パンパカパンパカポー！
[2:02:34] @User_d0e405c3: おやすみなさい
[2:02:40] @User_ab7d51b8: ほんとだ、ウィンクしてましたー！！（巻き戻した
[2:02:42] @User_f1a429f3: おやすみなさいませ
[2:02:51] @User_3e754a36: おつかれさまでしたー
[2:02:59] @User_b103bac9: Cパートきちゃ！
[2:03:12] @User_bae48d19: ウインクかわいすぎか？？？
[2:03:20] @User_d0e405c3: 💫
[2:03:28] @User_6b920642: #Cパートだ！
[2:03:38] @User_922e1c51: パンパカパンパカポー！
[2:03:47] @User_b103bac9: パンパカパンパカポー！
[2:03:47] @User_4ad098fe: #終わってなかったｗ
[2:03:48] @User_b5733580: #影アナ
[2:03:57] @User_1cd24616: ｗ
[2:04:03] @User_2522b296: 終わってた
[2:04:11] @User_17e9fbbc: おやすみなさい〜
[2:04:14] @User_2522b296: おやすみなさい
[2:04:16] @User_b4e522f1: お疲れ様でした
[2:04:19] @User_ebbf8053: おやすみなさい～
[2:04:20] @User_9412f3a9: #目tty未来を感じる
[2:04:27] @User_27ecd0a0: まさかのCパート！！
[2:04:28] @User_76202bab: お疲れ様でした!
[2:04:44] @User_d0e405c3: ありがとう。おやすみ、しずく。
[2:04:44] @User_2522b296: ありがとう
[2:04:59] @User_607c778e: #絵文字理解してる
[2:05:15] @User_2522b296: #終わらへんのか〜い
[2:05:16] @User_fba167cd: パンパカパンパカポー！！
[2:05:22] @User_69dac0c4: パンパカパンパカポー
[2:05:25] @User_607c778e: パンパカパンパカポー！
[2:05:25] @User_51d3d23c: #パンパカパンパカポー！
[2:05:27] @User_17e9fbbc: パンパカパンパカポー！！
[2:05:27] @User_b90ff19c: パンパカタイムやー
[2:05:28] @User_b103bac9: パンパカパンパカポー！
[2:05:30] @User_0ada02b3: パンパカパンパカポー！
[2:05:30] @User_ab7d51b8: パンパカパンパカポー！
[2:05:31] @User_27ecd0a0: パンパカパンパカポー
[2:05:31] @User_b4e522f1: ほんまに感心するわ。どんどん賢くなっていってる。
[2:05:37] @User_6b920642: パンパカパンパカポー！
[2:05:40] @User_a55e4add: パンパカパンパカポー！
[2:05:42] @User_b4e522f1: パンパカパンパカポー
[2:05:43] @User_b5733580: パンパカパンパカポー！
[2:05:47] @User_d0e405c3: パンパカパンパカポー！
[2:05:47] @User_59a8024b: パンパカパンパカポー
[2:05:51] @User_dfeb43e1: #コメしずくもお疲れさまでした！
[2:05:54] @User_bae48d19: パンパカパンパカポー！
[2:06:00] @User_922e1c51: パンパカパンパカポー！！
[2:06:12] @User_2522b296: お風呂で見てると最高だと気づいた
[2:06:16] @User_64efe4f1: おやすみ
[2:06:50] @User_607c778e: #のぼせちゃいそう
[2:07:06] @User_17e9fbbc: ミラクルミラクルミル〜
