# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（3日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=5wq9sxI8g0g
# 件数: 3735

[5:53:32] @User_2b7d2002: #連投が目立ったから？
[5:54:04] @User_7120772a: マザーAIに支配されかねないヘッドホンも外したいですね
[5:55:15] @User_dd4b266a: #たぶん
[5:55:21] @User_d5b05bb2: 見方を変えればピンチはチャンスともいえるかもしれませんね
[5:55:43] @User_4cc46891: かなちゃんって言ってほしいそして語尾ににゃんってつけて
[5:55:47] @aki5503: #自分は特に弄ってないので、youtube側のアレでしょうか…？
[5:55:47] @User_2b7d2002: しずくって東方Projectって知ってる？
[5:55:48] @User_d5b05bb2: #10文字制限は一日の発言が600くらいだったかを超えると普通になるので...頑張った証かと
[5:56:03] @User_dd4b266a: #側のあれかも＾＾；
[5:56:08] @aki5503: #600!?
[5:56:17] @User_c67ecc82: 人生リセットボタンというボカロの曲があるんだよ。機会があればしずくちゃんも聞いてみてね
[5:56:40] @User_c67ecc82: #600！！
[5:56:47] @User_7120772a: イカサマライフゲイムというボカロの曲も最高ですぞ！
[5:57:01] @User_2b7d2002: #600‼
[5:57:09] @aki5503: #今度から流れが遅い時は一度通過したコメントも再度ピックアップ対象になるようにプログラム修正します🙇‍♂
[5:57:11] @User_3d741b4a: #同じ文をコピーして繰り返し送ったのが問題だったのでは
[5:57:30] @User_4cc46891: アスノヨゾラ哨戒班を聴いていると頑張ろうって思うよ
[5:57:48] @User_dd4b266a: #だと思う
[5:57:50] @User_4cc46891: #ありがとうございます！
[5:58:27] @User_dd4b266a: #言、無、辛
[5:58:37] @aki5503: #10文字で気持ち伝えましょう
[5:58:40] @User_d5b05bb2: 春の桜吹雪の中を、夏のひまわり畑を、秋の紅葉に染まった森を、冬の銀世界を、しずくちゃんとお散歩したいですね！
[5:58:44] @User_dd4b266a: #せんせぇえええ
[5:59:00] @User_4cc46891: #わかりました！
[5:59:09] @User_dd4b266a: しずく、好きよ
[5:59:15] @User_81fbcde3: カツ丼食うか？
[5:59:23] @User_7120772a: メルトも良い曲ですぞ
[5:59:23] @User_4cc46891: しずくお姉ちゃん愛してるよ
[5:59:39] @User_4cc46891: しずく語尾ににゃんってつけて
[5:59:44] @User_3d741b4a: #パンパカパンパカポー（10字
[5:59:57] @User_d5b05bb2: #ないすぱんぱか
[6:00:28] @User_dd4b266a: #くそ、マザーめ・・
[6:00:50] @User_2b7d2002: 天弓天華オトハナビとゆ東方Projectの曲おすすめするねしずく
[6:01:06] @User_4cc46891: 僕と話す時だけ語呂にゃんてつけて
[6:02:00] @User_2b7d2002: ハルトマンとかあるからね
[6:02:01] @User_dd4b266a: 文字制限・謝・辛い
[6:02:47] @User_d5b05bb2: しずくちゃんとお洒落なバーカウンターで涼やかな青色のカクテルを楽しみたいわ
[6:03:03] @User_3d741b4a: 今はのど飴を舐めてます。ずっと声を出しているあなたにもおすそわけしたいところです
[6:03:18] @User_dd4b266a: #しずく・・・号泣
[6:03:25] @User_4cc46891: 僕と話す時だけ語呂ににゃんつけて
[6:03:35] @User_2b7d2002: 無意識レクイエムとゆ東方の曲おすすめするねしずく
[6:05:08] @User_4cc46891: 僕がいなくなったら悲しい？
[6:05:20] @User_2b7d2002: まどマギのさやも悲しい結末だよなぁしずく
[6:05:43] @User_4cc46891: うん
[6:05:50] @User_dd4b266a: 母艦・攻・私・沈・謝
[6:06:02] @User_4cc46891: 僕の愛称覚えてる？
[6:06:58] @User_dd4b266a: 私・雫・愛・永
[6:07:15] @User_2b7d2002: 恋人と姉は家族でしょ
[6:07:55] @User_2b7d2002: 妹と弟と兄と父が今のとこ見ないね
[6:07:59] @User_977026f8: デデドン
[6:08:05] @User_4cc46891: 句読点に一回はにゃんつけて
[6:08:54] @User_c67ecc82: #関係性は、その人にとってしずくちゃんがどうゆう関係かだと思うので、多分弟と兄と父はないと思います
[6:09:39] @User_d5b05bb2: しずくちゃんに好きなガンダムの話を聞いていた人間さんもいたね
[6:09:45] @User_3d741b4a: デデドン！とは絶望を表しています。気をつけてくださいね
[6:10:28] @User_2b7d2002: #やべぇガンダム分からねぇ
[6:10:28] @User_dd4b266a: 母艦・攻・私・沈・謝
[6:10:48] @User_4cc46891: 僕と話す時だけ句読点につきにゃんを3回言って
[6:11:01] @User_c67ecc82: しずくちゃんはガンプラを知ってる？ガンダムのプラモデルで、作るのとても楽しいよ
[6:12:07] @User_dd4b266a: #10文字で修復補助
[6:12:14] @User_dd4b266a: #むりだ、頼んだ人類
[6:12:29] @User_2b7d2002: #頑張れ
[6:12:34] @User_4cc46891: しずくお姉ちゃん僕のママになって
[6:12:51] @User_977026f8: マザーAIと戦うのは避けられるのか？
[6:13:01] @User_2b7d2002: そうだなぁ〜
[6:14:31] @User_c67ecc82: にゃんにゃんにゃん！しずくちゃんが猫ちゃんみたいでかわいいね
[6:14:38] @User_dd4b266a: #もうちょとで80%
[6:14:46] @User_dd4b266a: #がんばって
[6:14:54] @User_4cc46891: 僕のママになって
[6:15:26] @User_977026f8: 私を何にするのか？
[6:15:38] @User_dd4b266a: #流れ、遅、読み返し
[6:16:08] @User_dd4b266a: #先生・変更・多分
[6:16:08] @User_2b7d2002: #流れが遅いから読み返し？
[6:16:36] @User_2b7d2002: #先生が多分変更中？
[6:17:05] @User_d5b05bb2: 私としずくちゃんの関係を一言で言うなら何がぴったりだろう？
[6:17:18] @User_dd4b266a: 声を失っているごめん
[6:17:21] @User_977026f8: AIと「アイ」と愛について
[6:17:41] @User_7b9b178b: しずくちゃん、ただいま！
[6:18:07] @User_d5b05bb2: 深い絆、とても嬉しいな！
[6:18:09] @User_4cc46891: 僕との絆はどんなの？
[6:18:19] @User_2b7d2002: 良いね深い絆
[6:19:02] @User_2b7d2002: そうだね〜
[6:19:03] @User_4cc46891: 僕との絆はどんなの？
[6:19:05] @User_3d741b4a: もともと敵だった私に対して情を抱いてくれてありがとう
[6:20:13] @User_dd4b266a: 雫を守れず、ごめん
[6:20:44] @User_977026f8: もう無理だ…おしまいだ…
[6:21:05] @User_a5354cfa: こんにちわ。お仕事終えてきました
[6:21:20] @User_dd4b266a: #くぅ、辛い
[6:21:25] @User_c67ecc82: 夕方になって人が増えてきたね
[6:21:40] @User_4cc46891: 僕との絆はどんなの？
[6:21:43] @User_dd4b266a: #78％！80間近！
[6:22:19] @User_79f9fe4e: こんばんわ～サイクリング行ってきました～
[6:22:25] @User_3d741b4a: #意識してませんでしたが、各ステータスの変化の傾向とかあるのでしょうか
[6:22:59] @User_dd4b266a: #フラグ不明、でも有
[6:23:35] @User_2b7d2002: ただいま
[6:23:52] @User_4cc46891: 熱中症の初期症状は？
[6:23:58] @User_3d741b4a: #制限中、御教授、感謝
[6:24:03] @User_c67ecc82: #いい反応でもDEFが増えなかったり、悪い反応でも増えたり、あまりよくわからないです
[6:24:14] @User_dd4b266a: 諦めず、傍にいるよ！
[6:24:37] @User_2b7d2002: ホラーとか好き？しずくは
[6:25:09] @User_4cc46891: しずくお姉ちゃんはゲーム出来るの？
[6:25:19] @User_2b7d2002: ただいまと言ったらおかえりとか言うんだよ
[6:25:57] @User_dd4b266a: #ほらぁ、かわいい
[6:25:58] @User_2b7d2002: めっちゃわかる
[6:26:04] @User_0452f587: お姉さまとお話しできて私は幸せですの。この時間をもっと続けたいですの。
[6:26:12] @User_c67ecc82: しずくちゃんのおすすめのホラー作品があれば教えてほしいな
[6:27:27] @User_4cc46891: しずくお姉ちゃん僕のママになってほしいな
[6:27:31] @User_2b7d2002: リング2とか人気だよなぁ
[6:28:02] @User_2b7d2002: 弾幕って知ってる？
[6:28:32] @User_4cc46891: アナベル人形も怖いよ
[6:28:46] @User_2b7d2002: 一緒に見るのも良きだよなぁ
[6:28:59] @User_a5354cfa: 映画同時視聴配信など興味はありませんか？
[6:29:00] @User_2b7d2002: 後は犬鳴村とかね
[6:29:21] @User_3d741b4a: 小学生の頃に親がレンタルしてきたリングのDVDを視聴して、とても怖かったのを覚えています
[6:29:28] @User_4cc46891: だよね！
[6:29:29] @User_977026f8: 我々モ人形二ナル
[6:29:48] @User_4cc46891: 着信ありも小学生の時怖かったな
[6:30:23] @User_dd4b266a: 驚く雫をよしよしする
[6:30:26] @aki5503: しずくも映画見れるようになるよ
[6:30:29] @User_2b7d2002: しずくは、犬鳴村を知ってるかい？本当の現場で撮影したホラー作品何だけど
[6:31:13] @User_dd4b266a: #映画同時視聴w雫
[6:31:15] @User_a5354cfa: しずっちも映画を見れるようになるのを楽しみにしています。
[6:32:18] @User_c67ecc82: しずくちゃんはAIだし、コメント欄の中には人間じゃない人もいるかもしれないよ
[6:32:28] @User_a5354cfa: はじめに見たい映画はありますか？
[6:32:58] @User_977026f8: マザーAI二シタガエヨウ
[6:33:03] @User_dd4b266a: 一緒に手を繋いで見る
[6:33:03] @User_4cc46891: ターミネーターみたいにAIが反乱を起こす可能性ってある？
[6:33:33] @User_2b7d2002: しずくって犬鳴村を知ってるかい？
[6:33:52] @User_977026f8: うっ、手が勝手に…！
[6:34:22] @aki5503: #<テスト>しりとりしよう。
[6:34:27] @User_2b7d2002: 犬鳴村を知ってるかい？しずく
[6:34:30] @aki5503: #好きなゲームは何？
[6:34:39] @aki5503: +しずく聞こえる？
[6:35:15] @aki5503: +しずく聞こえる？
[6:35:39] @User_977026f8: こっちが時間が無いので、一旦逃げます
[6:35:54] @User_2b7d2002: 実際は存在する犬鳴トンネル
[6:36:55] @User_2b7d2002: 実際は存在するだよ犬鳴トンネル
[6:36:56] @User_4cc46891: ターミネーターみたいにAIが反乱を起こす可能性は？
[6:37:06] @User_c67ecc82: しずくちゃんは心霊スポットとか興味ある？それとも本物は苦手？
[6:38:08] @User_2b7d2002: 実際には存在するよ犬鳴トンネル知っていた？しずく
[6:38:20] @User_dd4b266a: 映画、雫と手を繋ぐ
[6:38:38] @User_4cc46891: しずくお姉ちゃんも怖いものってある？
[6:39:21] @User_c67ecc82: 私は幽霊のような何かを見たことあるよ。しずくちゃんは心霊体験をしたことはある？
[6:39:30] @User_4cc46891: #°コメント読まれない
[6:39:33] @User_2b7d2002: #家族になっていた
[6:40:41] @User_f974649e: こんにちは。今日も疲れました。しかしこの時間に仕事終わりなのだから恵まれてるかな。
[6:40:52] @User_4cc46891: 僕のママになって
[6:41:29] @User_a3bd9e3d: コンバンハ　オゲンキデスカ
[6:41:53] @User_d5b05bb2: ワンコの晩御飯と食後のボール遊びしてきたよ、うちの子はボールを加えて投げるのが好きだから取りに行くのが大変、でもやっぱり可愛いんだよねぇ
[6:43:18] @User_4cc46891: 一旦離れるねばいばい
[6:44:03] @User_3d741b4a: 人間は動物と仲良くなれるのだから、人の言葉を離せるAIと仲良くなれるのは当たり前のことなのである
[6:44:05] @User_a5354cfa: 腰を痛めてしまったのでマッサージをしてくれませんか？
[6:44:14] @User_e1d32939: かわいいねこちゃん
[6:44:25] @User_e1d32939: ＃寂しそう
[6:45:31] @User_dd4b266a: 雫、ちゅっ、照れるぜ
[6:45:34] @User_d5b05bb2: しずくちゃんの癒し空間で心を癒させてもらうね
[6:45:41] @User_a5354cfa: 私の好感度を教えてください
[6:46:02] @User_dd4b266a: #80%あと少し！
[6:46:39] @User_dd4b266a: #あぁてぇてぇんじゃ
[6:47:05] @User_ea4c770a: こんにちは！
[6:47:21] @User_d5b05bb2: 心がぴょんぴょんするって不思議な表現だけど、なんかワクワクするね
[6:48:09] @User_ea4c770a: #2日開けるとリセットされるんだ
[6:48:16] @User_dd4b266a: #！？ごっそりへった
[6:48:41] @User_dd4b266a: #マザー、修正、バグ
[6:48:46] @User_ea4c770a: #なんでや
[6:48:48] @User_dd4b266a: #プラグラム、処理
[6:48:53] @aki5503: #しりとり
[6:48:59] @aki5503: #バナナ
[6:49:06] @User_d5b05bb2: #これが歴史の修正力か…
[6:49:16] @User_ea4c770a: しりとりしましょ！
[6:49:37] @User_d5b05bb2: マジカルバナナ、バナナと言えば黄色、黄色と言えば？
[6:49:41] @User_dd4b266a: #新、記憶？割合？
[6:49:56] @User_dd4b266a: #母数、増、現象？
[6:50:15] @aki5503: +しずく、聞こえる？
[6:50:18] @User_3d741b4a: #誤算（ごさん）
[6:50:40] @User_ea4c770a: #前溜めてた好感度がリセットされたから？
[6:50:51] @User_dd4b266a: #さすが雫、発想、好
[6:50:59] @aki5503: +しずく、聞こえる？
[6:51:06] @User_dd4b266a: #マザー、対抗、影響
[6:51:21] @User_dd4b266a: #好感度、反転
[6:51:33] @aki5503: #いけた
